concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
2000001042,"HCG, Maternal Screen|Blood|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,50936,1970-01-01,2099-12-31,
2000001043,Hepatitis A Virus IgM Antibody|Blood|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,50938,1970-01-01,2099-12-31,
2000001044,"Hepatitis B Core Antibody, IgM|Blood|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,50939,1970-01-01,2099-12-31,
2000001045,"Iron Binding Capacity, Total|Blood|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,50953,1970-01-01,2099-12-31,
2000001046,Lipase|Blood|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,50956,1970-01-01,2099-12-31,
2000001047,Macro Prolactin|Blood|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,50959,1970-01-01,2099-12-31,
2000001048,Methotrexate|Blood|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,50961,1970-01-01,2099-12-31,
2000001049,NTproBNP|Blood|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,50963,1970-01-01,2099-12-31,
2000001050,"Osmolality, Measured|Blood|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,50964,1970-01-01,2099-12-31,
2000001051,Protein Electrophoresis|Blood|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,50975,1970-01-01,2099-12-31,
2000001052,tacroFK|Blood|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,50986,1970-01-01,2099-12-31,
2000001053,Tricyclic Antidepressant Screen|Blood|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,50999,1970-01-01,2099-12-31,
2000001054,"UE3, Maternal Screen|Blood|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51004,1970-01-01,2099-12-31,
2000001055,"Albumin, Joint Fluid|Joint Fluid|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51019,1970-01-01,2099-12-31,
2000001056,FetalFN|Other Body Fluid|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51033,1970-01-01,2099-12-31,
2000001057,"Albumin, Pleural|Pleural|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51046,1970-01-01,2099-12-31,
2000001058,"Cholesterol, Pleural|Pleural|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51051,1970-01-01,2099-12-31,
2000001059,"Glucose, Pleural|Pleural|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51053,1970-01-01,2099-12-31,
2000001060,"Lipase, Pleural|Pleural|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51055,1970-01-01,2099-12-31,
2000001061,"Total Protein, Pleural|Pleural|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51059,1970-01-01,2099-12-31,
2000001062,24 hr Creatinine|Urine|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51067,1970-01-01,2099-12-31,
2000001063,"Albumin, Urine|Urine|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51069,1970-01-01,2099-12-31,
2000001064,"Amphetamine Screen, Urine|Urine|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51071,1970-01-01,2099-12-31,
2000001065,"Benzodiazepine Screen, Urine|Urine|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51075,1970-01-01,2099-12-31,
2000001066,"Cocaine, Urine|Urine|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51079,1970-01-01,2099-12-31,
2000001067,"Creatinine, Serum|Urine|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51081,1970-01-01,2099-12-31,
2000001068,"HCG, Urine, Qualitative|Urine|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51085,1970-01-01,2099-12-31,
2000001069,Length of Urine Collection|Urine|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51087,1970-01-01,2099-12-31,
2000001070,"Methadone, Urine|Urine|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51090,1970-01-01,2099-12-31,
2000001071,"Opiate Screen, Urine|Urine|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51092,1970-01-01,2099-12-31,
2000001072,"Osmolality, Urine|Urine|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51093,1970-01-01,2099-12-31,
2000001073,pH|Urine|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51094,1970-01-01,2099-12-31,
2000001074,"Urea Nitrogen, Urine|Urine|Chemistry",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51104,1970-01-01,2099-12-31,
2000001075,Urine Creatinine|Urine|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51106,1970-01-01,2099-12-31,
2000001076,Bands|Ascites|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51111,1970-01-01,2099-12-31,
2000001077,Blasts|Ascites|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51113,1970-01-01,2099-12-31,
2000001078,Eosinophils|Ascites|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51114,1970-01-01,2099-12-31,
2000001079,Macrophage|Ascites|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51117,1970-01-01,2099-12-31,
2000001080,Metamyelocytes|Ascites|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51119,1970-01-01,2099-12-31,
2000001081,Monocytes|Ascites|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51120,1970-01-01,2099-12-31,
2000001082,Myelocytes|Ascites|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51121,1970-01-01,2099-12-31,
2000001083,Nucleated RBC|Ascites|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51122,1970-01-01,2099-12-31,
2000001084,Other|Ascites|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51123,1970-01-01,2099-12-31,
2000001085,"RBC, Ascites|Ascites|Hematology",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51127,1970-01-01,2099-12-31,
2000001086,Absolute Lymphocyte Count|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51133,1970-01-01,2099-12-31,
2000001087,ADP|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51135,1970-01-01,2099-12-31,
2000001088,Arachadonic Acid|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51142,1970-01-01,2099-12-31,
2000001089,CD103|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51153,1970-01-01,2099-12-31,
2000001090,CD138|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51157,1970-01-01,2099-12-31,
2000001091,CD16|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51161,1970-01-01,2099-12-31,
2000001092,CD16/56 Absolute Count|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51162,1970-01-01,2099-12-31,
2000001093,CD16/56%|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51163,1970-01-01,2099-12-31,
2000001094,CD19 %|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51165,1970-01-01,2099-12-31,
2000001095,CD19 Absolute Count|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51166,1970-01-01,2099-12-31,
2000001096,CD20|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51168,1970-01-01,2099-12-31,
2000001097,CD20 %|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51169,1970-01-01,2099-12-31,
2000001098,CD20 Absolute Count|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51170,1970-01-01,2099-12-31,
2000001099,CD22|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51171,1970-01-01,2099-12-31,
2000001100,CD25|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51173,1970-01-01,2099-12-31,
2000001101,CD3 %|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51174,1970-01-01,2099-12-31,
2000001102,CD3 Absolute Count|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51175,1970-01-01,2099-12-31,
2000001103,CD38|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51179,1970-01-01,2099-12-31,
2000001104,CD4/CD8 Ratio|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51181,1970-01-01,2099-12-31,
2000001105,CD5 %|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51185,1970-01-01,2099-12-31,
2000001106,CD5 Absolute Count|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51186,1970-01-01,2099-12-31,
2000001107,CD55|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51187,1970-01-01,2099-12-31,
2000001108,CD56|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51188,1970-01-01,2099-12-31,
2000001109,CD57|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51189,1970-01-01,2099-12-31,
2000001110,CD59|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51190,1970-01-01,2099-12-31,
2000001111,CD71|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51193,1970-01-01,2099-12-31,
2000001112,Collagen|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51195,1970-01-01,2099-12-31,
2000001113,D-Dimer|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51196,1970-01-01,2099-12-31,
2000001114,Epinepherine|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51201,1970-01-01,2099-12-31,
2000001115,"Fibrinogen, Functional|Blood|Hematology",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51214,1970-01-01,2099-12-31,
2000001116,FMC-7|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51215,1970-01-01,2099-12-31,
2000001117,Granulocyte Count|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51218,1970-01-01,2099-12-31,
2000001118,Inhibitor Screen|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51235,1970-01-01,2099-12-31,
2000001119,Inpatient Hematology/Oncology Smear|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51236,1970-01-01,2099-12-31,
2000001120,"Lymphocytes, Percent|Blood|Hematology",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51245,1970-01-01,2099-12-31,
2000001121,Metamyelocytes|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51251,1970-01-01,2099-12-31,
2000001122,Myelocytes|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51255,1970-01-01,2099-12-31,
2000001123,Red Blood Cell Fragments|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51278,1970-01-01,2099-12-31,
2000001124,Reptilase Time Control|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51281,1970-01-01,2099-12-31,
2000001125,"Reticulocyte Count, Absolute|Blood|Hematology",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51282,1970-01-01,2099-12-31,
2000001126,"Reticulocyte Count, Automated|Blood|Hematology",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51283,1970-01-01,2099-12-31,
2000001127,"Reticulocyte, Cellular Hemoglobin|Blood|Hematology",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51285,1970-01-01,2099-12-31,
2000001128,Ristocetin|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51286,1970-01-01,2099-12-31,
2000001129,TdT|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51295,1970-01-01,2099-12-31,
2000001130,WBC Count|Blood|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51300,1970-01-01,2099-12-31,
2000001131,CD103|Bone Marrow|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51304,1970-01-01,2099-12-31,
2000001132,CD138|Bone Marrow|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51308,1970-01-01,2099-12-31,
2000001133,CD16|Bone Marrow|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51311,1970-01-01,2099-12-31,
2000001134,CD20|Bone Marrow|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51315,1970-01-01,2099-12-31,
2000001135,CD22|Bone Marrow|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51316,1970-01-01,2099-12-31,
2000001136,CD25|Bone Marrow|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51318,1970-01-01,2099-12-31,
2000001137,CD34|Bone Marrow|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51321,1970-01-01,2099-12-31,
2000001138,CD38|Bone Marrow|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51322,1970-01-01,2099-12-31,
2000001139,CD55|Bone Marrow|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51327,1970-01-01,2099-12-31,
2000001140,CD56|Bone Marrow|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51328,1970-01-01,2099-12-31,
2000001141,CD57|Bone Marrow|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51329,1970-01-01,2099-12-31,
2000001142,CD59|Bone Marrow|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51330,1970-01-01,2099-12-31,
2000001143,CD71|Bone Marrow|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51333,1970-01-01,2099-12-31,
2000001144,FMC-7|Bone Marrow|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51335,1970-01-01,2099-12-31,
2000001145,Bands|Joint Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51366,1970-01-01,2099-12-31,
2000001146,Eosinophils|Joint Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51368,1970-01-01,2099-12-31,
2000001147,"Hematocrit, Joint Fluid|Joint Fluid|Hematology",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51369,1970-01-01,2099-12-31,
2000001148,Macrophage|Joint Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51376,1970-01-01,2099-12-31,
2000001149,Metamyelocytes|Joint Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51378,1970-01-01,2099-12-31,
2000001150,Monocytes|Joint Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51379,1970-01-01,2099-12-31,
2000001151,NRBC|Joint Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51380,1970-01-01,2099-12-31,
2000001152,Other|Joint Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51381,1970-01-01,2099-12-31,
2000001153,"RBC, Joint Fluid|Joint Fluid|Hematology",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51383,1970-01-01,2099-12-31,
2000001154,Bands|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51386,1970-01-01,2099-12-31,
2000001155,CD103|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51389,1970-01-01,2099-12-31,
2000001156,CD138|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51393,1970-01-01,2099-12-31,
2000001157,CD16|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51396,1970-01-01,2099-12-31,
2000001158,CD20|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51400,1970-01-01,2099-12-31,
2000001159,CD22|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51401,1970-01-01,2099-12-31,
2000001160,CD25|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51403,1970-01-01,2099-12-31,
2000001161,CD34|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51406,1970-01-01,2099-12-31,
2000001162,CD38|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51407,1970-01-01,2099-12-31,
2000001163,CD4/CD8 Ratio|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51409,1970-01-01,2099-12-31,
2000001164,CD56|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51413,1970-01-01,2099-12-31,
2000001165,CD57|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51414,1970-01-01,2099-12-31,
2000001166,CD71|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51417,1970-01-01,2099-12-31,
2000001167,Eosinophils|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51419,1970-01-01,2099-12-31,
2000001168,FMC-7|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51420,1970-01-01,2099-12-31,
2000001169,Macrophage|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51428,1970-01-01,2099-12-31,
2000001170,Metamyelocytes|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51430,1970-01-01,2099-12-31,
2000001171,Monos|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51431,1970-01-01,2099-12-31,
2000001172,Myelocytes|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51432,1970-01-01,2099-12-31,
2000001173,NRBC|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51433,1970-01-01,2099-12-31,
2000001174,Other Cell|Other Body Fluid|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51434,1970-01-01,2099-12-31,
2000001175,Bands|Pleural|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51441,1970-01-01,2099-12-31,
2000001176,Blasts|Pleural|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51443,1970-01-01,2099-12-31,
2000001177,Eosinophils|Pleural|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51444,1970-01-01,2099-12-31,
2000001178,"Hematocrit, Pleural|Pleural|Hematology",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51445,1970-01-01,2099-12-31,
2000001179,Metamyelocytes|Pleural|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51449,1970-01-01,2099-12-31,
2000001180,Monos|Pleural|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51450,1970-01-01,2099-12-31,
2000001181,Myelocytes|Pleural|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51451,1970-01-01,2099-12-31,
2000001182,NRBC|Pleural|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51452,1970-01-01,2099-12-31,
2000001183,Other|Pleural|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51453,1970-01-01,2099-12-31,
2000001184,"RBC, Pleural|Pleural|Hematology",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51457,1970-01-01,2099-12-31,
2000001185,Blood|Urine|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51466,1970-01-01,2099-12-31,
2000001186,Cellular Cast|Urine|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51471,1970-01-01,2099-12-31,
2000001187,Eosinophils|Urine|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51474,1970-01-01,2099-12-31,
2000001188,Epithelial Casts|Urine|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51475,1970-01-01,2099-12-31,
2000001189,Oval Fat Body|Urine|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51490,1970-01-01,2099-12-31,
2000001190,RBC Clumps|Urine|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51495,1970-01-01,2099-12-31,
2000001191,"Reducing Substances, Urine|Urine|Hematology",Measurement,mimiciv_meas_lab_loinc,Lab Test,,51496,1970-01-01,2099-12-31,
2000001192,Transitional Epithelial Cells|Urine|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51501,1970-01-01,2099-12-31,
2000001193,WBC Clumps|Urine|Hematology,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51518,1970-01-01,2099-12-31,
2000001194,Absolute Lymphocyte Count|Blood|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51536,1970-01-01,2099-12-31,
2000001195,Cytomegalovirus Viral Load|Blood|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51596,1970-01-01,2099-12-31,
2000001196,eAG|Blood|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51611,1970-01-01,2099-12-31,
2000001197,Free Calcium|Blood|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51622,1970-01-01,2099-12-31,
2000001198,Hemoglobin|Blood|Chemistry,Measurement,mimiciv_meas_lab_loinc,Lab Test,,51638,1970-01-01,2099-12-31,
