concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
2000026065,MYCOBACTERIUM TUBERCULOSIS,Observation,mimiciv_micro_organism,Organism,,80069,1970-01-01,2099-12-31,
2000026066,GRAM NEGATIVE ROD #1,Observation,mimiciv_micro_organism,Organism,,80070,1970-01-01,2099-12-31,
2000026067,GRAM NEGATIVE ROD #2,Observation,mimiciv_micro_organism,Organism,,80071,1970-01-01,2099-12-31,
2000026068,GRAM NEGATIVE ROD #3,Observation,mimiciv_micro_organism,Organism,,80072,1970-01-01,2099-12-31,
2000026069,GRAM NEGATIVE ROD #4,Observation,mimiciv_micro_organism,Organism,,80073,1970-01-01,2099-12-31,
2000026070,ANAEROBIC GRAM NEGATIVE ROD #2,Observation,mimiciv_micro_organism,Organism,,80074,1970-01-01,2099-12-31,
2000026071,YEAST,Observation,mimiciv_micro_organism,Organism,,80075,1970-01-01,2099-12-31,
2000026072,STREPTOCOCCUS PNEUMONIAE,Observation,mimiciv_micro_organism,Organism,,80076,1970-01-01,2099-12-31,
2000026073,CRYPTOCOCCUS SPECIES,Observation,mimiciv_micro_organism,Organism,,80077,1970-01-01,2099-12-31,
2000026074,ANAEROBIC GRAM POSITIVE COCCUS(I),Observation,mimiciv_micro_organism,Organism,,80078,1970-01-01,2099-12-31,
2000026075,ANAEROBIC GRAM POSITIVE ROD(S),Observation,mimiciv_micro_organism,Organism,,80079,1970-01-01,2099-12-31,
2000026076,BACTERIA,Observation,mimiciv_micro_organism,Organism,,80080,1970-01-01,2099-12-31,
2000026077,GRAM POSITIVE BACTERIA,Observation,mimiciv_micro_organism,Organism,,80081,1970-01-01,2099-12-31,
2000026078,BACILLUS SPECIES,Observation,mimiciv_micro_organism,Organism,,80082,1970-01-01,2099-12-31,
2000026079,COCCIDIOIDES IMMITIS,Observation,mimiciv_micro_organism,Organism,,80083,1970-01-01,2099-12-31,
2000026080,PROTEUS SPECIES,Observation,mimiciv_micro_organism,Organism,,80084,1970-01-01,2099-12-31,
2000026081,CORYNEBACTERIUM SPECIES (DIPHTHEROIDS),Observation,mimiciv_micro_organism,Organism,,80085,1970-01-01,2099-12-31,
2000026082,ACIDFAST BACILLI,Observation,mimiciv_micro_organism,Organism,,80086,1970-01-01,2099-12-31,
2000026083,STENOTROPHOMONAS MALTOPHILIA,Observation,mimiciv_micro_organism,Organism,,80087,1970-01-01,2099-12-31,
2000026084,LACTOBACILLUS SPECIES,Observation,mimiciv_micro_organism,Organism,,80088,1970-01-01,2099-12-31,
2000026085,GAMMA(I.E. NON-HEMOLYTIC) STREPTOCOCCUS,Observation,mimiciv_micro_organism,Organism,,80089,1970-01-01,2099-12-31,
2000026086,SERRATIA SPECIES,Observation,mimiciv_micro_organism,Organism,,80090,1970-01-01,2099-12-31,
2000026087,LISTERIA MONOCYTOGENES,Observation,mimiciv_micro_organism,Organism,,80091,1970-01-01,2099-12-31,
2000026088,AEROCOCCUS VIRIDANS,Observation,mimiciv_micro_organism,Organism,,80092,1970-01-01,2099-12-31,
2000026089,MYCOBACTERIUM GORDONAE,Observation,mimiciv_micro_organism,Organism,,80093,1970-01-01,2099-12-31,
2000026090,KLEBSIELLA SPECIES,Observation,mimiciv_micro_organism,Organism,,80094,1970-01-01,2099-12-31,
2000026091,MYCOBACTERIUM FORTUITUM,Observation,mimiciv_micro_organism,Organism,,80095,1970-01-01,2099-12-31,
2000026092,STREPTOMYCES SPECIES,Observation,mimiciv_micro_organism,Organism,,80096,1970-01-01,2099-12-31,
2000026093,PROVIDENCIA SPECIES,Observation,mimiciv_micro_organism,Organism,,80097,1970-01-01,2099-12-31,
2000026094,CITROBACTER SPECIES,Observation,mimiciv_micro_organism,Organism,,80098,1970-01-01,2099-12-31,
2000026095,CANDIDA PARAPSILOSIS,Observation,mimiciv_micro_organism,Organism,,80099,1970-01-01,2099-12-31,
2000026096,CANDIDA GUILLIERMONDII,Observation,mimiciv_micro_organism,Organism,,80100,1970-01-01,2099-12-31,
2000026097,CANDIDA KRUSEI,Observation,mimiciv_micro_organism,Organism,,80101,1970-01-01,2099-12-31,
2000026098,SACCHAROMYCES CEREVISIAE,Observation,mimiciv_micro_organism,Organism,,80102,1970-01-01,2099-12-31,
2000026099,SPOROBOLOMYCES SALMONICOLOR,Observation,mimiciv_micro_organism,Organism,,80103,1970-01-01,2099-12-31,
2000026100,MORAXELLA (BRANHAMELLA) CATARRHALIS,Observation,mimiciv_micro_organism,Organism,,80104,1970-01-01,2099-12-31,
2000026101,RHIZOPUS SPECIES,Observation,mimiciv_micro_organism,Organism,,80105,1970-01-01,2099-12-31,
2000026102,CANDIDA TROPICALIS,Observation,mimiciv_micro_organism,Organism,,80106,1970-01-01,2099-12-31,
2000026103,CAMPYLOBACTER SPECIES,Observation,mimiciv_micro_organism,Organism,,80107,1970-01-01,2099-12-31,
2000026104,PROPIONIBACTERIUM ACNES,Observation,mimiciv_micro_organism,Organism,,80108,1970-01-01,2099-12-31,
2000026105,ACTINOMYCES MEYERII,Observation,mimiciv_micro_organism,Organism,,80109,1970-01-01,2099-12-31,
2000026106,MUCOR SP.,Observation,mimiciv_micro_organism,Organism,,80110,1970-01-01,2099-12-31,
2000026107,ENTEROCOCCUS AVIUM,Observation,mimiciv_micro_organism,Organism,,80111,1970-01-01,2099-12-31,
2000026108,BACTEROIDES FRAGILIS GROUP,Observation,mimiciv_micro_organism,Organism,,80112,1970-01-01,2099-12-31,
2000026109,ENTEROBACTER SPECIES,Observation,mimiciv_micro_organism,Organism,,80113,1970-01-01,2099-12-31,
2000026110,ASPERGILLUS FLAVUS,Observation,mimiciv_micro_organism,Organism,,80114,1970-01-01,2099-12-31,
2000026111,PROPIONIBACTERIUM SPECIES,Observation,mimiciv_micro_organism,Organism,,80115,1970-01-01,2099-12-31,
2000026112,FUSARIUM SPECIES,Observation,mimiciv_micro_organism,Organism,,80116,1970-01-01,2099-12-31,
2000026113,AUREOBASIDIUM PULLULANS,Observation,mimiciv_micro_organism,Organism,,80117,1970-01-01,2099-12-31,
2000026114,STREPTOCOCCUS SALIVARIUS,Observation,mimiciv_micro_organism,Organism,,80118,1970-01-01,2099-12-31,
2000026115,NUTRITIONALLY VARIANT STREPTOCOCCUS,Observation,mimiciv_micro_organism,Organism,,80119,1970-01-01,2099-12-31,
2000026116,STREPTOCOCCUS CONSTELLATUS,Observation,mimiciv_micro_organism,Organism,,80120,1970-01-01,2099-12-31,
2000026117,BACTEROIDES FRAGILIS,Observation,mimiciv_micro_organism,Organism,,80121,1970-01-01,2099-12-31,
2000026118,KLUYVERA SPECIES,Observation,mimiciv_micro_organism,Organism,,80122,1970-01-01,2099-12-31,
2000026119,ANAEROBIC BACTERIA,Observation,mimiciv_micro_organism,Organism,,80123,1970-01-01,2099-12-31,
2000026120,FUSOBACTERIUM SPECIES,Observation,mimiciv_micro_organism,Organism,,80125,1970-01-01,2099-12-31,
2000026121,CLADOSPORIUM SPECIES,Observation,mimiciv_micro_organism,Organism,,80126,1970-01-01,2099-12-31,
2000026122,FUSOBACTERIUM NUCLEATUM,Observation,mimiciv_micro_organism,Organism,,80128,1970-01-01,2099-12-31,
2000026123,CLOSTRIDIUM SEPTICUM,Observation,mimiciv_micro_organism,Organism,,80129,1970-01-01,2099-12-31,
2000026124,MYCELIA STERILIA,Observation,mimiciv_micro_organism,Organism,,80130,1970-01-01,2099-12-31,
2000026125,SALMONELLA HADAR,Observation,mimiciv_micro_organism,Organism,,80131,1970-01-01,2099-12-31,
2000026126,ENTAMOEBA COLI,Observation,mimiciv_micro_organism,Organism,,80132,1970-01-01,2099-12-31,
2000026127,GIARDIA LAMBLIA,Observation,mimiciv_micro_organism,Organism,,80133,1970-01-01,2099-12-31,
2000026128,ENDOLIMAX NANA,Observation,mimiciv_micro_organism,Organism,,80134,1970-01-01,2099-12-31,
2000026129,ASCARIS LUMBRICOIDES,Observation,mimiciv_micro_organism,Organism,,80135,1970-01-01,2099-12-31,
2000026130,ACTINOMYCES ODONTOLYTICUS,Observation,mimiciv_micro_organism,Organism,,80136,1970-01-01,2099-12-31,
2000026131,CANDIDA LUSITANIAE,Observation,mimiciv_micro_organism,Organism,,80137,1970-01-01,2099-12-31,
2000026132,STAPHYLOCOCCUS SPECIES,Observation,mimiciv_micro_organism,Organism,,80138,1970-01-01,2099-12-31,
2000026133,CLOSTRIDIUM DIFFICILE,Observation,mimiciv_micro_organism,Organism,,80139,1970-01-01,2099-12-31,
2000026134,BLASTOCYSTIS HOMINIS,Observation,mimiciv_micro_organism,Organism,,80140,1970-01-01,2099-12-31,
2000026135,CORYNEBACTERIUM JEIKEIUM (C.D.C. GROUP JK),Observation,mimiciv_micro_organism,Organism,,80141,1970-01-01,2099-12-31,
2000026136,FUSOBACTERIUM NECROPHORUM,Observation,mimiciv_micro_organism,Organism,,80142,1970-01-01,2099-12-31,
2000026137,HERPES SIMPLEX VIRUS TYPE 1,Observation,mimiciv_micro_organism,Organism,,80144,1970-01-01,2099-12-31,
2000026138,HERPES SIMPLEX VIRUS TYPE 2,Observation,mimiciv_micro_organism,Organism,,80145,1970-01-01,2099-12-31,
2000026139,ADENOVIRUS,Observation,mimiciv_micro_organism,Organism,,80146,1970-01-01,2099-12-31,
2000026140,CHLAMYDIA TRACHOMATIS,Observation,mimiciv_micro_organism,Organism,,80147,1970-01-01,2099-12-31,
2000026141,PAECILOMYCES SPECIES,Observation,mimiciv_micro_organism,Organism,,80149,1970-01-01,2099-12-31,
2000026142,TRICHODERMA SP.,Observation,mimiciv_micro_organism,Organism,,80150,1970-01-01,2099-12-31,
2000026143,CITROBACTER KOSERI,Observation,mimiciv_micro_organism,Organism,,80151,1970-01-01,2099-12-31,
2000026144,ESCHERICHIA FERGUSONII,Observation,mimiciv_micro_organism,Organism,,80152,1970-01-01,2099-12-31,
2000026145,MORAXELLA OSLOENSIS,Observation,mimiciv_micro_organism,Organism,,80153,1970-01-01,2099-12-31,
2000026146,RHIZOMUCOR SPECIES,Observation,mimiciv_micro_organism,Organism,,80154,1970-01-01,2099-12-31,
2000026147,"STAPHYLOCOCCUS, COAGULASE NEGATIVE",Observation,mimiciv_micro_organism,Organism,,80155,1970-01-01,2099-12-31,
2000026148,CORYNEBACTERIUM STRIATUM,Observation,mimiciv_micro_organism,Organism,,80156,1970-01-01,2099-12-31,
2000026149,ACREMONIUM SPECIES,Observation,mimiciv_micro_organism,Organism,,80157,1970-01-01,2099-12-31,
2000026150,MYCOBACTERIUM AVIUM COMPLEX,Observation,mimiciv_micro_organism,Organism,,80158,1970-01-01,2099-12-31,
2000026151,MYCOBACTERIUM TUBERCULOSIS COMPLEX,Observation,mimiciv_micro_organism,Organism,,80159,1970-01-01,2099-12-31,
2000026152,STAPHYLOCOCCUS LUGDUNENSIS,Observation,mimiciv_micro_organism,Organism,,80162,1970-01-01,2099-12-31,
2000026153,MOLD,Observation,mimiciv_micro_organism,Organism,,80163,1970-01-01,2099-12-31,
2000026154,ENTEROBACTER ASBURIAE,Observation,mimiciv_micro_organism,Organism,,80164,1970-01-01,2099-12-31,
2000026155,TRICHOPHYTON SPECIES,Observation,mimiciv_micro_organism,Organism,,80165,1970-01-01,2099-12-31,
2000026156,LACTOBACILLUS CASEI,Observation,mimiciv_micro_organism,Organism,,80166,1970-01-01,2099-12-31,
2000026157,STREPTOCOCCUS MILLERI,Observation,mimiciv_micro_organism,Organism,,80167,1970-01-01,2099-12-31,
2000026158,ENTEROCOCCUS FAECIUM,Observation,mimiciv_micro_organism,Organism,,80168,1970-01-01,2099-12-31,
2000026159,ENTAMOEBA HARTMANNI,Observation,mimiciv_micro_organism,Organism,,80169,1970-01-01,2099-12-31,
2000026160,LEUCONOSTOC SPECIES,Observation,mimiciv_micro_organism,Organism,,80170,1970-01-01,2099-12-31,
2000026161,STREPTOCOCCUS ANGINOSUS,Observation,mimiciv_micro_organism,Organism,,80171,1970-01-01,2099-12-31,
2000026162,ENTEROCOCCUS FAECALIS,Observation,mimiciv_micro_organism,Organism,,80172,1970-01-01,2099-12-31,
2000026163,VEILLONELLA SPECIES,Observation,mimiciv_micro_organism,Organism,,80173,1970-01-01,2099-12-31,
2000026164,CURVULARIA SP.,Observation,mimiciv_micro_organism,Organism,,80174,1970-01-01,2099-12-31,
2000026165,VIRUS,Observation,mimiciv_micro_organism,Organism,,80175,1970-01-01,2099-12-31,
2000026166,VARICELLA-ZOSTER VIRUS,Observation,mimiciv_micro_organism,Organism,,80176,1970-01-01,2099-12-31,
2000026167,RESPIRATORY SYNCYTIAL VIRUS (RSV),Observation,mimiciv_micro_organism,Organism,,80177,1970-01-01,2099-12-31,
2000026168,INFLUENZA A VIRUS,Observation,mimiciv_micro_organism,Organism,,80178,1970-01-01,2099-12-31,
2000026169,INFLUENZA B VIRUS,Observation,mimiciv_micro_organism,Organism,,80179,1970-01-01,2099-12-31,
2000026170,PARAINFLUENZA VIRUS TYPE 1,Observation,mimiciv_micro_organism,Organism,,80180,1970-01-01,2099-12-31,
2000026171,PARAINFLUENZA VIRUS TYPE 3,Observation,mimiciv_micro_organism,Organism,,80181,1970-01-01,2099-12-31,
2000026172,OCHROBACTRUM ANTHROPI,Observation,mimiciv_micro_organism,Organism,,80182,1970-01-01,2099-12-31,
2000026173,ENTEROCOCCUS GALLINARUM,Observation,mimiciv_micro_organism,Organism,,80184,1970-01-01,2099-12-31,
2000026174,CAMPYLOBACTER JEJUNI,Observation,mimiciv_micro_organism,Organism,,80185,1970-01-01,2099-12-31,
2000026175,PEDIOCOCCUS SPECIES,Observation,mimiciv_micro_organism,Organism,,80189,1970-01-01,2099-12-31,
2000026176,SYNCEPHALASTRUM SPECIES,Observation,mimiciv_micro_organism,Organism,,80190,1970-01-01,2099-12-31,
2000026177,"HAEMOPHILUS INFLUENZAE, BETA-LACTAMASE POSITIVE",Observation,mimiciv_micro_organism,Organism,,80191,1970-01-01,2099-12-31,
2000026178,"HAEMOPHILUS INFLUENZAE, BETA-LACTAMASE NEGATIVE",Observation,mimiciv_micro_organism,Organism,,80192,1970-01-01,2099-12-31,
2000026179,CORYNEBACTERIUM UREALYTICUM SP. NOV.,Observation,mimiciv_micro_organism,Organism,,80193,1970-01-01,2099-12-31,
2000026180,ACINETOBACTER BAUMANNII,Observation,mimiciv_micro_organism,Organism,,80194,1970-01-01,2099-12-31,
2000026181,AEROMONAS SPECIES,Observation,mimiciv_micro_organism,Organism,,80195,1970-01-01,2099-12-31,
2000026182,SALMONELLA SPECIES,Observation,mimiciv_micro_organism,Organism,,80196,1970-01-01,2099-12-31,
2000026183,CITROBACTER YOUNGAE,Observation,mimiciv_micro_organism,Organism,,80197,1970-01-01,2099-12-31,
2000026184,HAEMOPHILUS INFLUENZAE,Observation,mimiciv_micro_organism,Organism,,80198,1970-01-01,2099-12-31,
2000026185,MALASSEZIA FURFUR,Observation,mimiciv_micro_organism,Organism,,80199,1970-01-01,2099-12-31,
2000026186,CHAETOMIUM SPECIES,Observation,mimiciv_micro_organism,Organism,,80200,1970-01-01,2099-12-31,
2000026187,CITROBACTER KOSERI,Observation,mimiciv_micro_organism,Organism,,80201,1970-01-01,2099-12-31,
2000026188,BORDETELLA SPECIES,Observation,mimiciv_micro_organism,Organism,,80203,1970-01-01,2099-12-31,
2000026189,ENTEROCOCCUS CASSELIFLAVUS,Observation,mimiciv_micro_organism,Organism,,80204,1970-01-01,2099-12-31,
2000026190,BACTEROIDES UREOLYTICUS GROUP,Observation,mimiciv_micro_organism,Organism,,80205,1970-01-01,2099-12-31,
2000026191,RHINOVIRUS,Observation,mimiciv_micro_organism,Organism,,80206,1970-01-01,2099-12-31,
2000026192,STREPTOCOCCUS SPECIES,Observation,mimiciv_micro_organism,Organism,,80207,1970-01-01,2099-12-31,
2000026193,BURKHOLDERIA SPECIES,Observation,mimiciv_micro_organism,Organism,,80208,1970-01-01,2099-12-31,
2000026194,CAPNOCYTOPHAGA SPECIES,Observation,mimiciv_micro_organism,Organism,,80210,1970-01-01,2099-12-31,
2000026195,STACHYBOTRYS SPP.,Observation,mimiciv_micro_organism,Organism,,80211,1970-01-01,2099-12-31,
2000026196,PORPHYROMONAS SPECIES,Observation,mimiciv_micro_organism,Organism,,80212,1970-01-01,2099-12-31,
2000026197,"BETA STREPTOCOCCI, NOT GROUP A",Observation,mimiciv_micro_organism,Organism,,80213,1970-01-01,2099-12-31,
2000026198,PREVOTELLA (BACTEROIDES) BUCCAE,Observation,mimiciv_micro_organism,Organism,,80214,1970-01-01,2099-12-31,
2000026199,ASPERGILLUS NIDULANS,Observation,mimiciv_micro_organism,Organism,,80215,1970-01-01,2099-12-31,
2000026200,ACINETOBACTER SP.,Observation,mimiciv_micro_organism,Organism,,80216,1970-01-01,2099-12-31,
2000026201,ENTAMOEBA HISTOLYTICA/DISPAR,Observation,mimiciv_micro_organism,Organism,,80217,1970-01-01,2099-12-31,
2000026202,ENTEROBACTERIACEAE,Observation,mimiciv_micro_organism,Organism,,80218,1970-01-01,2099-12-31,
2000026203,AFB GROWN IN CULTURE; ADDITIONAL INFORMATION TO FOLLOW,Observation,mimiciv_micro_organism,Organism,,80220,1970-01-01,2099-12-31,
2000026204,CORYNEBCATERIUM AMYCOLATUM,Observation,mimiciv_micro_organism,Organism,,80221,1970-01-01,2099-12-31,
2000026205,PROBABLE ENTEROCOCCUS,Observation,mimiciv_micro_organism,Organism,,80223,1970-01-01,2099-12-31,
2000026206,BETA STREPTOCOCCUS NOT GROUP A OR B,Observation,mimiciv_micro_organism,Organism,,80224,1970-01-01,2099-12-31,
2000026207,"NON-FERMENTER, NOT PSEUDOMONAS AERUGINOSA",Observation,mimiciv_micro_organism,Organism,,80225,1970-01-01,2099-12-31,
2000026208,PROBABLE LACTOBACILLUS SPECIES,Observation,mimiciv_micro_organism,Organism,,80226,1970-01-01,2099-12-31,
2000026209,PROBABLE GARDNERELLA VAGINALIS,Observation,mimiciv_micro_organism,Organism,,80227,1970-01-01,2099-12-31,
2000026210,CANDIDA GLABRATA,Observation,mimiciv_micro_organism,Organism,,80228,1970-01-01,2099-12-31,
2000026211,PRESUMPTIVE STREPTOCOCCUS BOVIS,Observation,mimiciv_micro_organism,Organism,,80229,1970-01-01,2099-12-31,
2000026212,POSITIVE FOR INFLUENZA A VIRAL ANTIGEN,Observation,mimiciv_micro_organism,Organism,,80230,1970-01-01,2099-12-31,
2000026213,POSITIVE FOR RSV VIRAL ANTIGEN,Observation,mimiciv_micro_organism,Organism,,80231,1970-01-01,2099-12-31,
2000026214,PRESUMPTIVE VEILLONELLA SPECIES,Observation,mimiciv_micro_organism,Organism,,80232,1970-01-01,2099-12-31,
2000026215,PRESUMPTIVE PEPTOSTREPTOCOCCUS SPECIES,Observation,mimiciv_micro_organism,Organism,,80233,1970-01-01,2099-12-31,
2000026216,PRESUMPTIVE PROPIONIBACTERIUM ACNES,Observation,mimiciv_micro_organism,Organism,,80234,1970-01-01,2099-12-31,
2000026217,STREPTOCOCCUS ANGINOSUS (MILLERI) GROUP,Observation,mimiciv_micro_organism,Organism,,80235,1970-01-01,2099-12-31,
2000026218,PRESUMPTIVE CLOSTRIDIUM PERFRINGENS,Observation,mimiciv_micro_organism,Organism,,80236,1970-01-01,2099-12-31,
2000026219,PRESUMPTIVE CLOSTRIDIUM SEPTICUM,Observation,mimiciv_micro_organism,Organism,,80237,1970-01-01,2099-12-31,
2000026220,CLOSTRIDIUM SPECIES NOT C. PERFRINGENS OR C. SEPTICUM,Observation,mimiciv_micro_organism,Organism,,80238,1970-01-01,2099-12-31,
2000026221,"ASPERGILLUS SP. NOT FUMIGATUS, FLAVUS OR NIGER",Observation,mimiciv_micro_organism,Organism,,80239,1970-01-01,2099-12-31,
2000026222,PRESUMPTIVE FUSOBACTERIUM MORTIFERUM/VARIUM GROUP,Observation,mimiciv_micro_organism,Organism,,80240,1970-01-01,2099-12-31,
